userName,score,at,content
Dedeh Komariah,5,2025-02-20 04:56:56,"Aplikasi yg bermanfaat bisa tau promo yg sedang berjalan , dan mudah buat blnja online sat set .. Terima kasih Alfagift 🤗🙏🙏"
pemborong bangunan,5,2025-02-20 03:49:47,masukan utk jasa kurirnya kalau bisa ada yg standby utk antar pesanan online.. jgn yg jaga di toko.. jd antar nya lama kalau toko nya lg ga ada yg back up.. selebih nya sudah okey 🙏
Irfan Silalahi,5,2025-02-20 02:32:41,"Aplikasi yang sangat membantu ketika mager keluar rumah, barang langsung dianter kerumah gratis ongkir, banyak promo juga"
Mardiyanti Mulyadi,5,2025-02-20 01:10:54,Aplikasi ini sangat bagus dan sangat membantu masyarakat untuk memenuhi kebutuhan sehari-hari dengan belanja secara online tanpa keluar dari rumah. Dan banyak sekali promo²nya setiap minggu
Laras KLA,2,2025-02-20 01:08:39,"Saya suka belanja di Alfagift,tapi kadang bikin sebel , ketika menu pembayaran selalu muter-muter ga kebuka , bukan sekali aja ,di tunggu besok masih ga bisa pembayaran.....mohon di respon saya harus gimana,udah di uninstall,instal lagi masih tetap"
Ikhsan Arafi Juanda,5,2025-02-20 00:31:27,"Puass banget.... Belanja lebih mudah ga perlu kemana"" tinggal klik dari smartphone pesanan pun tiba 🔥🔥🔥"
Habibi Umri Pane,2,2025-02-20 00:23:42,"ni aplikasi kalau malam diskon produknya ilang,awalnya saya kira produk yg saya beli udh abis masa diskonnya tapi pas saya sadar ternyata semua diskon produknya ilang. yg kedua tebus murah rp.1 nya sering kosong,padahal klw ke toko langsung selalu ada. untuk sekarang saya kasih bintang 2 dulu,nti klw ni aplikasi udah di update seperti keluhan saya,saya ganti bintang 5 dah."
Edi Nurianto,5,2025-02-19 18:33:43,"Aplikasi sangat membantu belanja hariaan Tinggal pesan dari rumah Banyak Promonya , Barang Lengkap Dan yang paling pasti Gratis ongkir , Dapat mudahnya dapat Cuanya 👍👍"
Danil,5,2025-02-19 17:15:59,"Ini aplikasi keren sih, untuk tau segala promo terbaru tinggal geser dan klik..banyak juga kejutan vouchernya"
Rahmad Fadillah Muhara,5,2025-02-19 16:14:29,"Belanja lebih mudah dengan Alfagift, bisa liat banyak barang yang promo dengan proses pembayaran yang mudah dan gratis ongkir tanpa minimal belanja juga..."
Gilang blackvertical,5,2025-02-19 16:13:49,"Sangat bermanfaat , barang lengkap, bnyak promo nya ,tentu nya belanja di alfagift dapat gratis ongkir nya jg. Pokok nya terbaik alfagift ini 👍"
Irawati Pebriansyah,5,2025-02-19 14:01:27,"Aplikasi mudah digunakan dan dipahami, jadi gak khawatir ketinggalan promo semenjak punya aplikasinya tinggal liat menu promo terus belanja langsung ke alfamart terdekat ...."
Syamril Adam,5,2025-02-19 13:49:32,"Aplikasi mudah digunakan dan dipahami, jadi gak khawatir ketinggalan promo semenjak punya aplikasinya tinggal liat menu promo terus belanja la..."
Didin Pahrudin,5,2025-02-19 13:19:16,"banyak promo, barang lengkap, mudah berbelanja dan pastinya ada vocher potongan harga, dan gratis ongkir hanya di alfagift🤩"
Sri Rejeki,5,2025-02-19 12:57:41,"Aplikasinya sangat bermanfaat,memudahkan kita mager kluar rumah untuk belanja keperluan sehari,hehe. Ditambah gratis dkirim lg sampai rumah. Reccomended deh pokoknya :) mantap"
Nissa Rahayu,5,2025-02-19 12:52:29,"Solusi terbaik untuk belanja, gak usah repot² keluar rumah untuk kaum rebahan. Tinggal duduk manis klik klik barang yang mau d pesan, dateng deh barangnyaa. Praktisss bgt🤩"
Rindu day,5,2025-02-19 12:45:09,"aplikasi yg sangat membantu untuk org introvert, karna selain bisa belanja tanpa harus keluar rumah, barang2nya juga lengkap dan pastinya harganya pas🤩😍💘"
Lintang Saputra,5,2025-02-19 12:39:51,"Saya suka banget sama aplikasi nya, karena banyak banget promo nya dan bisa di anterin lagi belanjaan nya, pokonya joshh👍"
Kartika Sari,5,2025-02-19 12:38:46,"Belanja lebih mudah dengan adanya aplikasi Alfagift,bisa liat banyak barang "" promo dengan proses pembayaran yang mudah dan gratis ongkir tanpa minimal belanja,mantap pokoknya 🫶"
ABDUL BILAL XII BDP 2,5,2025-02-19 12:17:27,"alfagift sangat membantu saya untuk berbelanja dengan mudah tanpa ribet, bisa tinggal ambil di toko dan bisa juga antar langsung kerumah dan gratis ongkir trima kasih alfagif🫰"
Adisti Fajriah,5,2025-02-19 11:06:39,"Fitur nya makin menarik yaa lucu juga mwehehe menjelang bulan puasa dan lebaran, produk gratis nya jga banyak bgtt😍😍"
serlie maryani,5,2025-02-19 10:39:14,"Download karna katanya bisa pesen secara online dan bener"" mempermudah banget klo lgi males tapi ada barang yg diperluin jadi tinggal pesen, ga sampe set jam dah nyampe. L"
Arjun Putra,5,2025-02-19 07:34:34,"overall waktu kendala cs sigap dan masalah terselesaikan, good job, dan juga fitur gratis ongkirnya paling sipp disini"
Mira Bachtiar,5,2025-02-19 03:54:24,Rekomen banget buat kalian yang mau belanja kebutuhan tapi males keluar tinggal pakai aja Alfagift belanja puas harga pas
Firda Damayanti,1,2025-02-19 03:26:39,"Maaf saya kasih bintang 1, karna sekarang aplikasinya eror terus. Gambar banyak yg tidak muncul, dan saat mau proses pembayaran selalu gagal. Sudah saya uninstall, update, logout terus login kembali tpi tetep sama gagal terus pas mau pembayaran. Tolong dong min di perbaiki secepatnya, karna aplikasi ini sangat membantu saya sebelumnya"
vivi dwi heryanti,5,2025-02-19 02:58:35,"aplikasinya mudah digunakan, sangat membantu buat kaum mager karna bisa pake jasa pesan antar di alfagift, so far bagus sih aplikasinya"
Tantan Rukmayadi,5,2025-02-19 01:58:21,"Sangat membantu untuk yang daerahnya jauh dari pusat perbelanjaan tinggal pesan lewat alfagift dan tunggu dateng barang nya, thanks you alfagift mempermudah belanja."
Sri nur faizah Faizah,3,2025-02-19 01:08:56,"Aplikasi nya sering eror loding lama banget, apa maning di bagian pilih pembayaran sering banget eror, tolong di perbaiki lagi udah di upgrade tetep aja eror loding"
Nabila Tri Mauludia,5,2025-02-18 22:37:20,"Rekomendasi untuk yang mager buat belanja nih bisa langsung pesan saja di aplikasi alfagift, bisa juga diantar ke rumah selain itu banyak promo nya juga😍 belanja banyak bisa jadi hemat ya cuma di alfamart 🥰"
Pingky Novitria Nandari,5,2025-02-18 15:10:04,"semua kebutuhan ada di alfamart dan bisa cek melalui alfagift, sehingga tidak perlu repot ketika datang ke toko barang ternyata tidak tersedia. selain itu banyaknya proma, bikin belanja untung banyak"
Amanda gstian,5,2025-02-18 14:54:10,"Belanja lebih mudah harga promo juga jelas banget mudah banget belanja dialfagit,serba murah juga promo nya bisa diantar langsung kerumah💖💖luv pokonya"
Rintang Wijaya,1,2025-02-18 14:54:03,"Bukannya saya ngejekin orang, tapi orang yg kerja di alfamart SRI SUDEWI yg di Muara Bulian Kab. Batanghari ngga bisa dipercaya. Kasir saya chat katanya kurir alfagift sudah jalan ngantar, tapi sampai 2 jam saya tunggu ga dateng"", saya chat ga dibales juga. saya tanya kalo belum diantar biar saya pick up tapi gaada respon. Tolong dikasi binaan lagi🙏 Sama kadang antrian di kasir tu sampe panjang, kasir yg aktif cuma 1"
Rizal Mahfuzh Awalludin,5,2025-02-18 14:31:35,"Terimakasih kasih, Alfagift ini pengirimannya cepat, promonya lengkap, personil tokonya juga sangat ramah, produknya yang sangat berkualitas, pembayarannya juga sangat mudah, pengirimannya sangat rapi dan bersih, dan tentunya produk sesuai yang kita beli👍🔥"
Ali fadli Mulyawan,5,2025-02-18 14:18:27,"Pengiriman Cepat - Barang Lengkap - Banyak Promo - Happy banget belanja di Alfagift, banyak promonya - Belanja Gratis Ongkir pastinya di Alfagift. mudah banget tinggal checkot sampe deh gaperlu ribettt"
Renaldy Pratama,5,2025-02-18 13:57:30,"Fitur-fiturnya lengkap , navigasi mudah , dan sering ada promo menarik , proses pemesanan juga cepat dan praktis , Terimakasih alfamart"
WINDI NURYANTI,5,2025-02-18 13:39:02,"Barang yang saya perlukan relatif selalu tersedia di alfamart terdekat dan yang saya singgahi dilain tempat, ketika mencoba pesan antar SAPA pun barang yang saya pesan akurat,tepat waktu dan aman.....thanks alfamart"
Muhammad Ferdyansyah,5,2025-02-18 13:31:14,"barang yang tersedia variatif, aplikasi mudah digunakan, banyak promo dan diskon yang menarik dan yang terbaik jika malas untuk keluar bisa pesan lewat aplikasi dan langsung diantar kerumah."
yuli herlina,5,2025-02-18 13:21:07,"Aplikasi membantu belanja lebih praktis, pengiriman cepat, barang lengkap, banyak promonya , happy banget belanja d alfagift apalagi gratis ongkir"
Ferdi Nugraha,5,2025-02-18 13:08:31,"Pengiriman cepat, barang lengkap, banyak promo, happy banget belanja di alfagift banyak promonya, belanja gratis ongkir pastinya di alfagift"
Taufik Hidayat,5,2025-02-18 13:02:11,Aplikasinya terbaik! Banyak promonya bisa dapet poin juga dan memberi banyak kemudahan berbelanja terutama di saat lagi males keluar rumah tinggal klik aplikasi alfagifnya bisa pilih pilih barang sesuai yang kita mau dan yang paling penting gratis onglir
Defani Meisa,5,2025-02-18 12:57:26,"Aplikasi yang memudahkan kita belanja secara online dengan pengiriman yang cepat,pembayaran mudah dan personil nya juga ramah."
Nizar Muhar,5,2025-02-18 12:51:52,"Sangat membantu, praktis, dan banyak keuntungannya. Dapet voucher belanja, bisa belanja online, katalog promo komplit dan up to date. Maju terus alfamartt. 👍👍"
Ajeng Priyani H,5,2025-02-18 12:46:56,"Good app 👍 Banyak promonya loh, barangnya lengkap, pengiriman nya juga cepat, produknya juga sesuai pesanan, pembayarannya sangat mudah, dan kemasan pengiriman nya rapih juga bersih..👍👍😍"
Juliana Zhoelantio,5,2025-02-18 12:31:29,"Pengiriman cepat,barang lengkap,banyak promo,happy banget belanja dialfagift banyak promonya Belanja gratis ongkir pastinya dialfagift"
Muhamad Sahdi,5,2025-02-18 12:12:17,"Pengiriman nya cepat , promo nya lengkap dan menarik, personil toko ramah ,pembayaran mudah , pengiriman nya rapi & bersih dan produk nya Sesuai."
Rahayu Ira,5,2025-02-18 12:12:08,Baguuss banget jadi tau promo yg sedang berlangsung dan mempermudah belanja online bisa diantar ke rumah ga perlu ribet ribet
riki meyer,5,2025-02-18 12:12:06,Aplikasi Member digital alfamart yg praktis tanpa menggunakan kartu dan bisa di bawa kmn mn seperti handphone anda ya alfagift 👍👍👍
Wina Sri Widianto,5,2025-02-18 11:46:42,"Happy banget belanja di alfagift, mudah, cepat , banyak promonya juga, apalagi ongkirnya gratis ☺️ ."
Sri Wahyuni,5,2025-02-18 10:48:18,"Banyak promo nya, pelayanan nya juga bagus, pengiriman juga cepat dan gratis ongkir lagih.."
Ai Elsa Nurhasanah,5,2025-02-18 09:59:47,"gratis ongkir, pengiriman nya cepat, kurirnya ramah, banyak diskon, cocok untuk kaum mager kalo mau belanja gaperlu jauh jauh ke toko😆 thx eaaa"
De Fitri Maelani,5,2025-02-18 09:14:08,"Pengiriman nya cepat, gratis ongkir, barang nya juga sesuai pesanan jadi ga perlu lagi deh keluar cuman buat belanja kebutuhan lebih mudah dan praktis lewat alfagift😍 terima kasih alfagift❤"
meh mulyadi,5,2025-02-18 09:00:02,"Sangat terbantu dengan adanya aplikasi alfagift, bisa berbelanja dari rumah Pengiriman cepat, kurir ramah Terimakasih Terimakasih alfamart"
Idho af,5,2025-02-18 08:53:16,"Pengiriman cepat, pilih barangnya mudah, pembayarannya juga gampang bangett...happy dehh"
Gugum Gumelar,5,2025-02-18 08:43:45,"Pengiriman cepat, promo lengkap, personil toko ramah, pembayaran mudah, mantap sekali mempermudah untuk belanja online"
Aldi Firansyah,5,2025-02-18 08:39:55,"Pengiriman cepat, Barang lengkap, Banyak promo, Happy banget belanja di Alfagift banyak promonya. Belanja gratis ongkir pastinya di Alfagift."
Haris Septa Nugraha,5,2025-02-18 08:37:57,"Terbaik, aplikasi pengganti member ponta.. jadi gak perlu ribet bawa member kalo belanja di alfamart, karena udah ada di hp membernya.. terimakasih alfamart 😊"
Fajar Kusumah,5,2025-02-18 08:35:51,"Pengeriman cepat, barang lengkap, banyak promo, belanja gratis ongkir pastinya di Alfagift."
zaenudin lubis,5,2025-02-18 08:19:59,"Aplikasi yg sangat membantu untuk belanja online di Alfamart, kita juga bisa melihat promo2 yg sedang berjalan dan juga masih banyak kelebihan lainnya..."
Farhan Sufyan Hidayattullah,5,2025-02-18 08:02:03,"Dengan adanya aplikasi Alfagift sangat membantu kita untuk membeli makanan atau kebutuhan pokok lainnya tanpa harus pergi keluar rumah, dengan membuka aplikasi Alfagift semua produk ada, tinggal dipesan, tunggu dan sampai. Dan tentunya banyak promo promo menarikk.. hatur nuhun Alfagift🙏"
Muhammad Nasril,5,2025-02-18 07:12:16,Sangat membantu jadi belanja tidak perlu ke toko bisa di rumah simple di tambah konsumen jadi tau item-item yg lagi promo👍👍👍
Yan Aryan,5,2025-02-18 07:02:03,Aplikasi ini sangat bermanfaat untuk mempermudah setiap orang dalam mencari barang yang dibutuhkan karena di dalam nya terdapat banyak promo - promo menarik dan sekaligus bisa berbelanja online dan masih banyak hal2 yg bermanfaat lainnya 👍👍
JAJANG WAHYUDIN,5,2025-02-18 06:56:56,"Aplikasi Alfagifgt ini sangat bermanfaat sekali, apalagi sekarang lagi musim hujan, pesen makanan sama minuman eh dateng sendiri tau2 udah ada di depan rumah kurirnya mantap terimakasih Alfamart🙏"
Cornelia Kristami,1,2025-02-18 06:28:06,Pembayaran pake mandiri.. eh barang kurang 1 item sampai beberapa hari tidak dikirim .. mengecewakan. Sudah dihubungi pegawainya ngakunya udah ga kerja disitu lagi.
Agung Gustiawan,5,2025-02-18 06:08:18,"pengiriman cepat. promo lengkap. personil ramah. produk lengkap & berkualitas. pembayaran mudah. pengiriman rapih & bersih, dan produk sesuai . belanja gratis ongkir pastinya di alfagift"
Nurdiansyah Putra S.,1,2025-02-18 06:07:27,"Belanja tgl 17/2/2025 jam 7 malam, sampai jam 10 malam belum dikirim, saya mengajukan refund tulisan di aplikasinya sedang diproses tapi sampai jam 12 malam tidak ada update apa-apa. Tgl 18/2/2025 jam 9 pagi saya chat toko UD92-DS CITRALAND untuk tanya kejelasannya, karena barang tidak dikirim dan uang tidak dikembalikan, jawabannya nunggu approval atasannya. YANG BENER AJA, DAH GANTI HARI BARANG GAK DIKIRIM UANG GAK D KEMBALIKAN, DITANYA KELANJUTANNYA MALAH GAK DIBALAS CHAT SAYA, MAKIN PARAH"
Rudin Hilmi,5,2025-02-18 05:56:39,Kalo belanja online pengiriman nya tepat waktu yg ngirim nya juga pada ramah dan kece kece apalagi personil toko Rancabolng 167 Nice lah pokonya kedepan makin sukses makin maju lagi.
Rahmat,5,2025-02-18 05:45:41,Aplikasi nyah sangat bagus membatu saya belanja tanpa harus ke alfamart nyah langsung mana geratis ongkir lagi cocok buat orang mager dan banyak peromo peromo bikin jadi hemat waktu dan uang
Siti Abidah,5,2025-02-18 05:34:21,"Pake alfagiftt mudah bangett berbelanja ga langsung ke toko juga mengefesiensikan waktu, promonya juga banyak pastinya gratis ongkir, pokoknya the bestt bangettt"
Hadi Lesmana,5,2025-02-18 05:31:06,"Aplikasi yg sangat berguna bagi seluruh masyarakat,Semua serba ada lengkap,jika kita sedang sibuk kita bisa pesan juga lewat aplikasi ini,tinggal pilih barangnya dan di antar langsung ke rumah,gratis ongkir jugaa,aplikasi yg mantap"
Rizkhan Gathan Alziansyah,5,2025-02-18 05:20:08,"1. Pengiriman Cepat 2. Barang Lengkap 3.Banyak Promo 4.Happy banget belanja di Alfagift, banyak promonya 5.Belanja Gratis Ongkir pastinya di Alfagift 6.produk sesuai 7.pengiriman bersih & rapih"
yudistira eska,5,2025-02-18 05:19:44,"Personil toko ramah, Pengiriman cepat & pembayaran mudah... Mantap pokona mah banyak promo.."
Syintia Nur Fadillah,5,2025-02-18 05:16:00,"Banyak promo, pengiriman cepat gratis ongkir pastinya dan ga ribettt😍🤩"
Ari Setia Budi,5,2025-02-18 05:09:01,"Aplikasinya mantep banyak promo gratis ongkir mempermudah belanja hhe salut sih walaupun lama pengiriman nya tapi aman, mungkin nganterin dulu yang lain semoga sehat"" buar kurir nya, mau hujan, panas, badai di anterin juga jangan lupa jaga keselamatan buat kurir nya🔥🥰"
hadianti gmgshfly,5,2025-02-18 04:49:48,"banyak promonya, barang lengkap - variatif, gratis onkir, kalo yang mager belanja tinggal scroll - pilih - langsung dianter kedepan rumah, apalagi pas hujan yang bikin males keluar rumah."
Fadhna Al Hafidh,5,2025-02-18 04:37:51,"Pengiriman cepattt, personil toko ramah, pembayaran mudah, promonya lengkap, product sesuai dan dapat diandalkan"
Muhammad Iqbal,5,2025-02-18 04:35:19,"Alfagift sangat membantu untuk belanja tanpa harus ke toko. Banyak promo menarik, gratis ongkir, dan cashback yang bikin lebih hemat. Proses checkout mudah, dan pengirimannya cepat. Cocok banget buat yang suka belanja praktis tanpa antre di kasir. Semoga ke depannya makin banyak promo dan fitur baru"
Agung Rinaldy,5,2025-02-18 04:29:16,"Belanja di alfagift produk nya lengkap, ga perlu nunggu lama, pesanan kita langsung diantarkan . Jadi ga perlu ribet lagi"
Dicky Kurniawan,5,2025-02-18 04:28:04,Aplikasinya sangat membantu dan mudah untuk digunakan. Belanja jadi makin dekat karena udah bisa pesan via online.
Agis Tiani,5,2025-02-18 04:15:58,"Pengiriman cepat, gratis ongkir dan banyak promo. Tidak usah keluar rumah cukup duduk sambil rebahan barang di antar sampai depan rumah."
Heidy Astery,1,2025-02-18 04:12:08,Tolong aplikasi nya di perbaiki Aplikasi tidak bisa di buka kurang lebih satu minggu kemudian saya instal ulang tapi tidak bisa login dengan akun yg sama dg sebelumnya Sudah lapor ke cs alfagift tapi tidak ada solusi sampe capek lapornya Saya instal ulang lg dg nomor hp berbeda baru bisa digunakan itupun baru satu minggu di gunakan sudah eror kembali tidak bisa d buka aplikasi nya hanya layar merah saja
Nisa Puji,5,2025-02-18 04:11:40,"Aplikasinya sangat membantu, bisa belanja di rumah tanpa harus datang ke toko dengan pengiriman yang cepat, promo nya sangat lengkap, produk produk nya lengkap dan berkualitas, metode pembayaran yang sangat mudah, personil nya sangat ramah dalam melakukan pelayanan dan produk nya sesuai dengan yang di pesan , Terimakasih alfamart 🤩🤩🥰"
Viki Mullya,5,2025-02-18 04:00:39,"Seneng banget belanja pakai alfagift, yang bikin seneng tu kita bisa cek promo dan harga promo dimana pun dan kapanpun, terus kalo lagi males keluar bisa delivery, suka banget! Terimakasih alfagift bikin belanja jadi lebih mudh. #hanyaAlfagift"
